week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
10/22/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",3.1
10/22/2022,United States,Combined,Race/Ethnicity,"Black, NH",4
10/22/2022,United States,Influenza,Sex,Male,1.3
10/22/2022,United States,Influenza,Sex,Invalid,0.1
10/22/2022,United States,Influenza,Sex,Other,0
10/22/2022,United States,Influenza,Sex,Female,1.3
10/22/2022,United States,Influenza,Age Group,18-64 years,0.7
10/22/2022,United States,Influenza,Age Group,65+ years,0.4
10/22/2022,United States,Influenza,Age Group,5-17 years,4.6
10/22/2022,United States,Influenza,Age Group,0-4 years,2.5
10/22/2022,United States,Influenza,Race/Ethnicity,Hispanic,1.9
10/22/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.3
10/22/2022,United States,Influenza,Race/Ethnicity,"White, NH",0.8
10/22/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.3
10/22/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.7
10/22/2022,United States,Influenza,Race/Ethnicity,"Black, NH",2.1
10/22/2022,United States,RSV,Sex,Male,1
10/22/2022,United States,RSV,Sex,Invalid,0
10/22/2022,United States,RSV,Sex,Other,0
10/22/2022,United States,RSV,Sex,Female,0.7
10/22/2022,United States,RSV,Age Group,18-64 years,0.1
10/22/2022,United States,RSV,Age Group,65+ years,0.1
10/22/2022,United States,RSV,Age Group,5-17 years,0.7
10/22/2022,United States,RSV,Age Group,0-4 years,7.3
10/22/2022,United States,RSV,Race/Ethnicity,Hispanic,1.2
10/22/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1
10/22/2022,United States,RSV,Race/Ethnicity,"White, NH",0.7
10/22/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.2
10/22/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.6
10/22/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.7
8/12/2023,United States,COVID-19,Sex,Male,1.4
8/12/2023,United States,COVID-19,Sex,Invalid,0.1
8/12/2023,United States,COVID-19,Sex,Other,0
8/12/2023,United States,COVID-19,Sex,Female,1.7
8/12/2023,United States,COVID-19,Age Group,18-64 years,1.3
8/12/2023,United States,COVID-19,Age Group,65+ years,2.1
8/12/2023,United States,COVID-19,Age Group,5-17 years,1.2
8/12/2023,United States,COVID-19,Age Group,0-4 years,3
8/12/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.9
8/12/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.5
8/12/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.4
8/12/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
8/12/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.4
8/12/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1.8
8/12/2023,United States,Combined,Sex,Male,1.6
8/12/2023,United States,Combined,Sex,Invalid,0.1
8/12/2023,United States,Combined,Sex,Other,0
8/12/2023,United States,Combined,Sex,Female,1.9
8/12/2023,United States,Combined,Age Group,18-64 years,1.4
8/12/2023,United States,Combined,Age Group,65+ years,2.2
8/12/2023,United States,Combined,Age Group,5-17 years,1.5
8/12/2023,United States,Combined,Age Group,0-4 years,4
8/12/2023,United States,Combined,Race/Ethnicity,Hispanic,2.1
8/12/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.7
8/12/2023,United States,Combined,Race/Ethnicity,"White, NH",1.5
8/12/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.5
8/12/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.6
8/12/2023,United States,Combined,Race/Ethnicity,"Black, NH",2.1
8/12/2023,United States,Influenza,Sex,Male,0.2
8/12/2023,United States,Influenza,Sex,Invalid,0
8/12/2023,United States,Influenza,Sex,Other,0
8/12/2023,United States,Influenza,Sex,Female,0.2
8/12/2023,United States,Influenza,Age Group,18-64 years,0.1
8/12/2023,United States,Influenza,Age Group,65+ years,0.1
8/12/2023,United States,Influenza,Age Group,5-17 years,0.3
8/12/2023,United States,Influenza,Age Group,0-4 years,0.5
8/12/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.3
8/12/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
8/12/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.1
8/12/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
8/12/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.1
8/12/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
8/12/2023,United States,RSV,Sex,Male,0
8/12/2023,United States,RSV,Sex,Invalid,0
8/12/2023,United States,RSV,Sex,Other,0
8/12/2023,United States,RSV,Sex,Female,0
8/12/2023,United States,RSV,Age Group,18-64 years,0
8/12/2023,United States,RSV,Age Group,65+ years,0
8/12/2023,United States,RSV,Age Group,5-17 years,0
8/12/2023,United States,RSV,Age Group,0-4 years,0.5
8/12/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
8/12/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
8/12/2023,United States,RSV,Race/Ethnicity,"White, NH",0
8/12/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
8/12/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
8/12/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
1/6/2024,United States,COVID-19,Sex,Male,2.9
1/6/2024,United States,COVID-19,Sex,Invalid,0.2
1/6/2024,United States,COVID-19,Sex,Other,9.7
1/6/2024,United States,COVID-19,Sex,Female,3.3
1/6/2024,United States,COVID-19,Age Group,18-64 years,2.6
1/6/2024,United States,COVID-19,Age Group,65+ years,4.8
1/6/2024,United States,COVID-19,Age Group,5-17 years,1.2
1/6/2024,United States,COVID-19,Age Group,0-4 years,3.9
1/6/2024,United States,COVID-19,Race/Ethnicity,Hispanic,2.8
1/6/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.8
1/6/2024,United States,COVID-19,Race/Ethnicity,"White, NH",3.4
1/6/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",3.8
1/6/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.7
1/6/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",2.8
1/6/2024,United States,Combined,Sex,Male,8
1/6/2024,United States,Combined,Sex,Invalid,0.3
1/6/2024,United States,Combined,Sex,Other,9.7
1/6/2024,United States,Combined,Sex,Female,8.2
1/6/2024,United States,Combined,Age Group,18-64 years,6.6
1/6/2024,United States,Combined,Age Group,65+ years,7.9
1/6/2024,United States,Combined,Age Group,5-17 years,8.5
1/6/2024,United States,Combined,Age Group,0-4 years,18.9
1/6/2024,United States,Combined,Race/Ethnicity,Hispanic,9.4
1/6/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",7.5
1/6/2024,United States,Combined,Race/Ethnicity,"White, NH",7.7
1/6/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",9.4
1/6/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",8.7
1/6/2024,United States,Combined,Race/Ethnicity,"Black, NH",8.2
1/6/2024,United States,Influenza,Sex,Male,4.3
1/6/2024,United States,Influenza,Sex,Invalid,0.2
1/6/2024,United States,Influenza,Sex,Other,0
1/6/2024,United States,Influenza,Sex,Female,4.3
1/6/2024,United States,Influenza,Age Group,18-64 years,3.9
1/6/2024,United States,Influenza,Age Group,65+ years,2.6
1/6/2024,United States,Influenza,Age Group,5-17 years,7
1/6/2024,United States,Influenza,Age Group,0-4 years,9.1
1/6/2024,United States,Influenza,Race/Ethnicity,Hispanic,5.8
1/6/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3.9
1/6/2024,United States,Influenza,Race/Ethnicity,"White, NH",3.5
1/6/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",4.9
1/6/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",4.9
1/6/2024,United States,Influenza,Race/Ethnicity,"Black, NH",5.1
1/6/2024,United States,RSV,Sex,Male,0.9
1/6/2024,United States,RSV,Sex,Invalid,0
1/6/2024,United States,RSV,Sex,Other,0
1/6/2024,United States,RSV,Sex,Female,0.8
1/6/2024,United States,RSV,Age Group,18-64 years,0.3
1/6/2024,United States,RSV,Age Group,65+ years,0.6
1/6/2024,United States,RSV,Age Group,5-17 years,0.4
1/6/2024,United States,RSV,Age Group,0-4 years,6.5
1/6/2024,United States,RSV,Race/Ethnicity,Hispanic,1
1/6/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.9
1/6/2024,United States,RSV,Race/Ethnicity,"White, NH",0.9
1/6/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.9
1/6/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.3
1/6/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.5
1/20/2024,United States,COVID-19,Sex,Male,2.2
1/20/2024,United States,COVID-19,Sex,Invalid,0.2
1/20/2024,United States,COVID-19,Sex,Other,10.7
1/20/2024,United States,COVID-19,Sex,Female,2.4
1/20/2024,United States,COVID-19,Age Group,18-64 years,1.8
1/20/2024,United States,COVID-19,Age Group,65+ years,3.3
1/20/2024,United States,COVID-19,Age Group,5-17 years,1.4
1/20/2024,United States,COVID-19,Age Group,0-4 years,3.8
1/20/2024,United States,COVID-19,Race/Ethnicity,Hispanic,2.2
1/20/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.1
1/20/2024,United States,COVID-19,Race/Ethnicity,"White, NH",2.3
1/20/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.7
1/20/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
1/20/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",2.3
1/20/2024,United States,Combined,Sex,Male,5.9
1/20/2024,United States,Combined,Sex,Invalid,0.3
1/20/2024,United States,Combined,Sex,Other,14.3
1/20/2024,United States,Combined,Sex,Female,6
1/20/2024,United States,Combined,Age Group,18-64 years,4.5
1/20/2024,United States,Combined,Age Group,65+ years,5.2
1/20/2024,United States,Combined,Age Group,5-17 years,9.7
1/20/2024,United States,Combined,Age Group,0-4 years,14.9
1/20/2024,United States,Combined,Race/Ethnicity,Hispanic,7.1
1/20/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",5.7
1/20/2024,United States,Combined,Race/Ethnicity,"White, NH",5.4
1/20/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",6.6
1/20/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",6.6
1/20/2024,United States,Combined,Race/Ethnicity,"Black, NH",6.3
1/20/2024,United States,Influenza,Sex,Male,3.3
1/20/2024,United States,Influenza,Sex,Invalid,0.1
1/20/2024,United States,Influenza,Sex,Other,0
1/20/2024,United States,Influenza,Sex,Female,3.2
1/20/2024,United States,Influenza,Age Group,18-64 years,2.6
1/20/2024,United States,Influenza,Age Group,65+ years,1.6
1/20/2024,United States,Influenza,Age Group,5-17 years,8.3
1/20/2024,United States,Influenza,Age Group,0-4 years,7.7
1/20/2024,United States,Influenza,Race/Ethnicity,Hispanic,4.5
1/20/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3.1
1/20/2024,United States,Influenza,Race/Ethnicity,"White, NH",2.7
1/20/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3.5
1/20/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.7
1/20/2024,United States,Influenza,Race/Ethnicity,"Black, NH",3.9
1/20/2024,United States,RSV,Sex,Male,0.5
1/20/2024,United States,RSV,Sex,Invalid,0
1/20/2024,United States,RSV,Sex,Other,3.6
1/20/2024,United States,RSV,Sex,Female,0.4
1/20/2024,United States,RSV,Age Group,18-64 years,0.2
1/20/2024,United States,RSV,Age Group,65+ years,0.4
1/20/2024,United States,RSV,Age Group,5-17 years,0.2
1/20/2024,United States,RSV,Age Group,0-4 years,3.9
1/20/2024,United States,RSV,Race/Ethnicity,Hispanic,0.5
1/20/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.5
1/20/2024,United States,RSV,Race/Ethnicity,"White, NH",0.5
1/20/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.5
1/20/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",1
1/20/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.2
1/27/2024,United States,COVID-19,Sex,Male,2
1/27/2024,United States,COVID-19,Sex,Invalid,0.1
1/27/2024,United States,COVID-19,Sex,Other,0
1/27/2024,United States,COVID-19,Sex,Female,2.2
1/27/2024,United States,COVID-19,Age Group,18-64 years,1.7
1/27/2024,United States,COVID-19,Age Group,65+ years,2.9
1/27/2024,United States,COVID-19,Age Group,5-17 years,1.5
1/27/2024,United States,COVID-19,Age Group,0-4 years,3.6
1/27/2024,United States,COVID-19,Race/Ethnicity,Hispanic,2.2
1/27/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.8
1/27/2024,United States,COVID-19,Race/Ethnicity,"White, NH",2.1
1/27/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.5
1/27/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
1/27/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",2.2
1/27/2024,United States,Combined,Sex,Male,5.8
1/27/2024,United States,Combined,Sex,Invalid,0.3
1/27/2024,United States,Combined,Sex,Other,3.7
1/27/2024,United States,Combined,Sex,Female,5.7
1/27/2024,United States,Combined,Age Group,18-64 years,4.5
1/27/2024,United States,Combined,Age Group,65+ years,4.7
1/27/2024,United States,Combined,Age Group,5-17 years,9.8
1/27/2024,United States,Combined,Age Group,0-4 years,13.9
1/27/2024,United States,Combined,Race/Ethnicity,Hispanic,7.2
1/27/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",5.3
1/27/2024,United States,Combined,Race/Ethnicity,"White, NH",5.1
1/27/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",6.2
1/27/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",6.7
1/27/2024,United States,Combined,Race/Ethnicity,"Black, NH",6.2
1/27/2024,United States,Influenza,Sex,Male,3.5
1/27/2024,United States,Influenza,Sex,Invalid,0.1
1/27/2024,United States,Influenza,Sex,Other,3.7
1/27/2024,United States,Influenza,Sex,Female,3.3
1/27/2024,United States,Influenza,Age Group,18-64 years,2.7
1/27/2024,United States,Influenza,Age Group,65+ years,1.5
1/27/2024,United States,Influenza,Age Group,5-17 years,8.2
1/27/2024,United States,Influenza,Age Group,0-4 years,7.5
1/27/2024,United States,Influenza,Race/Ethnicity,Hispanic,4.7
1/27/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3.2
1/27/2024,United States,Influenza,Race/Ethnicity,"White, NH",2.7
1/27/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3.4
1/27/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.9
1/27/2024,United States,Influenza,Race/Ethnicity,"Black, NH",3.9
1/27/2024,United States,RSV,Sex,Male,0.4
1/27/2024,United States,RSV,Sex,Invalid,0
1/27/2024,United States,RSV,Sex,Other,0
1/27/2024,United States,RSV,Sex,Female,0.4
1/27/2024,United States,RSV,Age Group,18-64 years,0.1
1/27/2024,United States,RSV,Age Group,65+ years,0.3
1/27/2024,United States,RSV,Age Group,5-17 years,0.2
1/27/2024,United States,RSV,Age Group,0-4 years,3.2
1/27/2024,United States,RSV,Race/Ethnicity,Hispanic,0.4
1/27/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.4
1/27/2024,United States,RSV,Race/Ethnicity,"White, NH",0.4
1/27/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.4
1/27/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.8
1/27/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.2
3/18/2023,United States,COVID-19,Sex,Male,1.2
3/18/2023,United States,COVID-19,Sex,Invalid,0.1
3/18/2023,United States,COVID-19,Sex,Other,3.6
3/18/2023,United States,COVID-19,Sex,Female,1.3
3/18/2023,United States,COVID-19,Age Group,18-64 years,1
3/18/2023,United States,COVID-19,Age Group,65+ years,2.1
3/18/2023,United States,COVID-19,Age Group,5-17 years,0.5
3/18/2023,United States,COVID-19,Age Group,0-4 years,1.4
3/18/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.1
3/18/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1
3/18/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.4
3/18/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.5
3/18/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.7
3/18/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1
3/18/2023,United States,Combined,Sex,Male,1.5
3/18/2023,United States,Combined,Sex,Invalid,0.1
3/18/2023,United States,Combined,Sex,Other,3.6
3/18/2023,United States,Combined,Sex,Female,1.6
3/18/2023,United States,Combined,Age Group,18-64 years,1.2
3/18/2023,United States,Combined,Age Group,65+ years,2.3
3/18/2023,United States,Combined,Age Group,5-17 years,1.2
3/18/2023,United States,Combined,Age Group,0-4 years,2.5
3/18/2023,United States,Combined,Race/Ethnicity,Hispanic,1.6
3/18/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.4
3/18/2023,United States,Combined,Race/Ethnicity,"White, NH",1.6
3/18/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.9
3/18/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.1
3/18/2023,United States,Combined,Race/Ethnicity,"Black, NH",1.4
3/18/2023,United States,Influenza,Sex,Male,0.3
3/18/2023,United States,Influenza,Sex,Invalid,0
3/18/2023,United States,Influenza,Sex,Other,0
3/18/2023,United States,Influenza,Sex,Female,0.3
3/18/2023,United States,Influenza,Age Group,18-64 years,0.2
3/18/2023,United States,Influenza,Age Group,65+ years,0.1
3/18/2023,United States,Influenza,Age Group,5-17 years,0.6
3/18/2023,United States,Influenza,Age Group,0-4 years,0.6
3/18/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
3/18/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
3/18/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
3/18/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
3/18/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
3/18/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
3/18/2023,United States,RSV,Sex,Male,0.1
3/18/2023,United States,RSV,Sex,Invalid,0
3/18/2023,United States,RSV,Sex,Other,0
3/18/2023,United States,RSV,Sex,Female,0
3/18/2023,United States,RSV,Age Group,18-64 years,0
3/18/2023,United States,RSV,Age Group,65+ years,0
3/18/2023,United States,RSV,Age Group,5-17 years,0
3/18/2023,United States,RSV,Age Group,0-4 years,0.5
3/18/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
3/18/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
3/18/2023,United States,RSV,Race/Ethnicity,"White, NH",0.1
3/18/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
3/18/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.2
3/18/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
10/7/2023,United States,COVID-19,Sex,Male,1.4
10/7/2023,United States,COVID-19,Sex,Invalid,0.1
10/7/2023,United States,COVID-19,Sex,Other,6.7
10/7/2023,United States,COVID-19,Sex,Female,1.6
10/7/2023,United States,COVID-19,Age Group,18-64 years,1.2
10/7/2023,United States,COVID-19,Age Group,65+ years,2.6
10/7/2023,United States,COVID-19,Age Group,5-17 years,0.6
10/7/2023,United States,COVID-19,Age Group,0-4 years,1.8
10/7/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.3
10/7/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
10/7/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.7
10/7/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2
10/7/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.7
10/7/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1.1
10/7/2023,United States,Combined,Sex,Male,2
10/7/2023,United States,Combined,Sex,Invalid,0.1
10/7/2023,United States,Combined,Sex,Other,6.7
10/7/2023,United States,Combined,Sex,Female,2.1
10/7/2023,United States,Combined,Age Group,18-64 years,1.4
10/7/2023,United States,Combined,Age Group,65+ years,2.7
10/7/2023,United States,Combined,Age Group,5-17 years,1.9
10/7/2023,United States,Combined,Age Group,0-4 years,5.2
10/7/2023,United States,Combined,Race/Ethnicity,Hispanic,2.2
10/7/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.9
10/7/2023,United States,Combined,Race/Ethnicity,"White, NH",2.1
10/7/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.8
10/7/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.5
10/7/2023,United States,Combined,Race/Ethnicity,"Black, NH",1.9
10/7/2023,United States,Influenza,Sex,Male,0.4
10/7/2023,United States,Influenza,Sex,Invalid,0
10/7/2023,United States,Influenza,Sex,Other,0
10/7/2023,United States,Influenza,Sex,Female,0.4
10/7/2023,United States,Influenza,Age Group,18-64 years,0.3
10/7/2023,United States,Influenza,Age Group,65+ years,0.2
10/7/2023,United States,Influenza,Age Group,5-17 years,1.2
10/7/2023,United States,Influenza,Age Group,0-4 years,0.9
10/7/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.6
10/7/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.4
10/7/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.3
