"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	Population
	"Utah"	"49"	"11 years"	"11"	52608
	"Utah"	"49"	"12 years"	"12"	53629
	"Utah"	"49"	"13 years"	"13"	55477
	"Utah"	"49"	"14 years"	"14"	57067
	"Utah"	"49"	"15 years"	"15"	58947
	"Utah"	"49"	"16 years"	"16"	58696
	"Utah"	"49"	"17 years"	"17"	57373
	"Utah"	"49"	"18 years"	"18"	55226
	"Utah"	"49"	"19 years"	"19"	52447
	"Utah"	"49"	"20 years"	"20"	52649
	"Utah"	"49"	"21 years"	"21"	55735
	"Utah"	"49"	"22 years"	"22"	60520
	"Utah"	"49"	"23 years"	"23"	63260
	"Utah"	"49"	"24 years"	"24"	59997
	"Utah"	"49"	"25 years"	"25"	56285
	"Utah"	"49"	"26 years"	"26"	53907
	"Utah"	"49"	"27 years"	"27"	51864
	"Utah"	"49"	"28 years"	"28"	50878
	"Utah"	"49"	"29 years"	"29"	50230
	"Utah"	"49"	"30 years"	"30"	49499
	"Utah"	"49"	"31 years"	"31"	50414
	"Utah"	"49"	"32 years"	"32"	50012
	"Utah"	"49"	"33 years"	"33"	48713
	"Utah"	"49"	"34 years"	"34"	47039
	"Utah"	"49"	"35 years"	"35"	45556
	"Utah"	"49"	"36 years"	"36"	44109
	"Utah"	"49"	"37 years"	"37"	44763
	"Utah"	"49"	"38 years"	"38"	45724
	"Utah"	"49"	"39 years"	"39"	45946
	"Utah"	"49"	"40 years"	"40"	47606
	"Utah"	"49"	"41 years"	"41"	48105
	"Utah"	"49"	"42 years"	"42"	48112
	"Utah"	"49"	"43 years"	"43"	48190
	"Utah"	"49"	"44 years"	"44"	46728
	"Utah"	"49"	"45 years"	"45"	45941
	"Utah"	"49"	"46 years"	"46"	44421
	"Utah"	"49"	"47 years"	"47"	41146
	"Utah"	"49"	"48 years"	"48"	39491
	"Utah"	"49"	"49 years"	"49"	37119
	"Utah"	"49"	"50 years"	"50"	35982
	"Utah"	"49"	"51 years"	"51"	36150
	"Utah"	"49"	"52 years"	"52"	36777
	"Utah"	"49"	"53 years"	"53"	34922
	"Utah"	"49"	"54 years"	"54"	32971
	"Utah"	"49"	"55 years"	"55"	31182
	"Utah"	"49"	"56 years"	"56"	30730
	"Utah"	"49"	"57 years"	"57"	29860
	"Utah"	"49"	"58 years"	"58"	30218
	"Utah"	"49"	"59 years"	"59"	30973
	"Utah"	"49"	"60 years"	"60"	31341
	"Utah"	"49"	"61 years"	"61"	31793
	"Utah"	"49"	"62 years"	"62"	31750
	"Utah"	"49"	"63 years"	"63"	30830
	"Utah"	"49"	"64 years"	"64"	30335
	"Utah"	"49"	"65 years"	"65"	30093
	"Utah"	"49"	"66 years"	"66"	29548
	"Utah"	"49"	"67 years"	"67"	28032
	"Utah"	"49"	"68 years"	"68"	27302
	"Utah"	"49"	"69 years"	"69"	26387
	"Utah"	"49"	"70 years"	"70"	25211
	"Utah"	"49"	"71 years"	"71"	23824
	"Utah"	"49"	"72 years"	"72"	22244
	"Utah"	"49"	"73 years"	"73"	20855
	"Utah"	"49"	"74 years"	"74"	20211
	"Utah"	"49"	"75 years"	"75"	19343
	"Utah"	"49"	"76 years"	"76"	19965
	"Utah"	"49"	"77 years"	"77"	13727
	"Utah"	"49"	"78 years"	"78"	13190
	"Utah"	"49"	"79 years"	"79"	12983
	"Utah"	"49"	"80 years"	"80"	12712
	"Utah"	"49"	"81 years"	"81"	10417
	"Utah"	"49"	"82 years"	"82"	9085
	"Utah"	"49"	"83 years"	"83"	8089
	"Utah"	"49"	"84 years"	"84"	7283
	"Utah"	"49"	"85+ years"	"85+"	36635
"Total"	"Utah"	"49"			3417734
	"Vermont"	"50"	"< 1 year"	"0"	5112
	"Vermont"	"50"	"1 year"	"1"	5494
	"Vermont"	"50"	"2 years"	"2"	5285
	"Vermont"	"50"	"3 years"	"3"	5654
	"Vermont"	"50"	"4 years"	"4"	5803
	"Vermont"	"50"	"5 years"	"5"	5959
	"Vermont"	"50"	"6 years"	"6"	6170
	"Vermont"	"50"	"7 years"	"7"	6402
	"Vermont"	"50"	"8 years"	"8"	6464
	"Vermont"	"50"	"9 years"	"9"	6653
	"Vermont"	"50"	"10 years"	"10"	6530
	"Vermont"	"50"	"11 years"	"11"	6613
	"Vermont"	"50"	"12 years"	"12"	6681
	"Vermont"	"50"	"13 years"	"13"	6755
	"Vermont"	"50"	"14 years"	"14"	6973
	"Vermont"	"50"	"15 years"	"15"	7338
	"Vermont"	"50"	"16 years"	"16"	7379
	"Vermont"	"50"	"17 years"	"17"	7371
	"Vermont"	"50"	"18 years"	"18"	9087
	"Vermont"	"50"	"19 years"	"19"	10653
	"Vermont"	"50"	"20 years"	"20"	10291
	"Vermont"	"50"	"21 years"	"21"	9535
	"Vermont"	"50"	"22 years"	"22"	8724
	"Vermont"	"50"	"23 years"	"23"	7818
	"Vermont"	"50"	"24 years"	"24"	7407
	"Vermont"	"50"	"25 years"	"25"	7229
	"Vermont"	"50"	"26 years"	"26"	7101
	"Vermont"	"50"	"27 years"	"27"	7185
	"Vermont"	"50"	"28 years"	"28"	7569
	"Vermont"	"50"	"29 years"	"29"	7649
	"Vermont"	"50"	"30 years"	"30"	7938
	"Vermont"	"50"	"31 years"	"31"	8133
	"Vermont"	"50"	"32 years"	"32"	8204
	"Vermont"	"50"	"33 years"	"33"	8180
	"Vermont"	"50"	"34 years"	"34"	8004
	"Vermont"	"50"	"35 years"	"35"	8169
	"Vermont"	"50"	"36 years"	"36"	8106
	"Vermont"	"50"	"37 years"	"37"	8072
	"Vermont"	"50"	"38 years"	"38"	8158
	"Vermont"	"50"	"39 years"	"39"	8127
	"Vermont"	"50"	"40 years"	"40"	8243
	"Vermont"	"50"	"41 years"	"41"	8221
	"Vermont"	"50"	"42 years"	"42"	8028
	"Vermont"	"50"	"43 years"	"43"	7956
	"Vermont"	"50"	"44 years"	"44"	7737
	"Vermont"	"50"	"45 years"	"45"	7561
	"Vermont"	"50"	"46 years"	"46"	7390
	"Vermont"	"50"	"47 years"	"47"	7093
	"Vermont"	"50"	"48 years"	"48"	7174
	"Vermont"	"50"	"49 years"	"49"	7072
	"Vermont"	"50"	"50 years"	"50"	7215
	"Vermont"	"50"	"51 years"	"51"	7674
	"Vermont"	"50"	"52 years"	"52"	8516
	"Vermont"	"50"	"53 years"	"53"	8427
	"Vermont"	"50"	"54 years"	"54"	8245
	"Vermont"	"50"	"55 years"	"55"	8112
	"Vermont"	"50"	"56 years"	"56"	8266
	"Vermont"	"50"	"57 years"	"57"	8467
	"Vermont"	"50"	"58 years"	"58"	9016
	"Vermont"	"50"	"59 years"	"59"	9313
	"Vermont"	"50"	"60 years"	"60"	9521
	"Vermont"	"50"	"61 years"	"61"	9737
	"Vermont"	"50"	"62 years"	"62"	9934
	"Vermont"	"50"	"63 years"	"63"	9736
	"Vermont"	"50"	"64 years"	"64"	9712
	"Vermont"	"50"	"65 years"	"65"	9771
	"Vermont"	"50"	"66 years"	"66"	9616
	"Vermont"	"50"	"67 years"	"67"	9220
	"Vermont"	"50"	"68 years"	"68"	9083
	"Vermont"	"50"	"69 years"	"69"	8877
	"Vermont"	"50"	"70 years"	"70"	8610
	"Vermont"	"50"	"71 years"	"71"	8269
	"Vermont"	"50"	"72 years"	"72"	7759
	"Vermont"	"50"	"73 years"	"73"	7261
	"Vermont"	"50"	"74 years"	"74"	7075
	"Vermont"	"50"	"75 years"	"75"	6831
	"Vermont"	"50"	"76 years"	"76"	7085
	"Vermont"	"50"	"77 years"	"77"	4861
	"Vermont"	"50"	"78 years"	"78"	4706
	"Vermont"	"50"	"79 years"	"79"	4500
	"Vermont"	"50"	"80 years"	"80"	4479
	"Vermont"	"50"	"81 years"	"81"	3556
	"Vermont"	"50"	"82 years"	"82"	3042
	"Vermont"	"50"	"83 years"	"83"	2659
	"Vermont"	"50"	"84 years"	"84"	2386
	"Vermont"	"50"	"85+ years"	"85+"	13477
"Total"	"Vermont"	"50"			647464
	"Virginia"	"51"	"< 1 year"	"0"	95290
	"Virginia"	"51"	"1 year"	"1"	96470
	"Virginia"	"51"	"2 years"	"2"	94954
	"Virginia"	"51"	"3 years"	"3"	98571
	"Virginia"	"51"	"4 years"	"4"	100661
	"Virginia"	"51"	"5 years"	"5"	102510
	"Virginia"	"51"	"6 years"	"6"	103275
	"Virginia"	"51"	"7 years"	"7"	106051
	"Virginia"	"51"	"8 years"	"8"	105878
	"Virginia"	"51"	"9 years"	"9"	105302
	"Virginia"	"51"	"10 years"	"10"	104952
	"Virginia"	"51"	"11 years"	"11"	105368
	"Virginia"	"51"	"12 years"	"12"	106247
	"Virginia"	"51"	"13 years"	"13"	107388
	"Virginia"	"51"	"14 years"	"14"	109448
	"Virginia"	"51"	"15 years"	"15"	113792
	"Virginia"	"51"	"16 years"	"16"	113569
	"Virginia"	"51"	"17 years"	"17"	111818
	"Virginia"	"51"	"18 years"	"18"	113556
	"Virginia"	"51"	"19 years"	"19"	115929
	"Virginia"	"51"	"20 years"	"20"	115062
	"Virginia"	"51"	"21 years"	"21"	115837
	"Virginia"	"51"	"22 years"	"22"	116415
	"Virginia"	"51"	"23 years"	"23"	113510
	"Virginia"	"51"	"24 years"	"24"	111300
	"Virginia"	"51"	"25 years"	"25"	112111
	"Virginia"	"51"	"26 years"	"26"	111920
	"Virginia"	"51"	"27 years"	"27"	112954
	"Virginia"	"51"	"28 years"	"28"	114827
	"Virginia"	"51"	"29 years"	"29"	117007
	"Virginia"	"51"	"30 years"	"30"	118273
	"Virginia"	"51"	"31 years"	"31"	119415
	"Virginia"	"51"	"32 years"	"32"	121526
	"Virginia"	"51"	"33 years"	"33"	122666
	"Virginia"	"51"	"34 years"	"34"	120588
	"Virginia"	"51"	"35 years"	"35"	119896
	"Virginia"	"51"	"36 years"	"36"	119796
	"Virginia"	"51"	"37 years"	"37"	120817
	"Virginia"	"51"	"38 years"	"38"	120201
	"Virginia"	"51"	"39 years"	"39"	118203
	"Virginia"	"51"	"40 years"	"40"	120191
	"Virginia"	"51"	"41 years"	"41"	119392
	"Virginia"	"51"	"42 years"	"42"	117850
	"Virginia"	"51"	"43 years"	"43"	117109
	"Virginia"	"51"	"44 years"	"44"	112112
	"Virginia"	"51"	"45 years"	"45"	109180
	"Virginia"	"51"	"46 years"	"46"	107271
	"Virginia"	"51"	"47 years"	"47"	102856
	"Virginia"	"51"	"48 years"	"48"	103867
	"Virginia"	"51"	"49 years"	"49"	102177
	"Virginia"	"51"	"50 years"	"50"	103933
	"Virginia"	"51"	"51 years"	"51"	109443
	"Virginia"	"51"	"52 years"	"52"	115042
	"Virginia"	"51"	"53 years"	"53"	112834
	"Virginia"	"51"	"54 years"	"54"	108651
	"Virginia"	"51"	"55 years"	"55"	106453
	"Virginia"	"51"	"56 years"	"56"	106885
	"Virginia"	"51"	"57 years"	"57"	108146
	"Virginia"	"51"	"58 years"	"58"	112522
	"Virginia"	"51"	"59 years"	"59"	114907
	"Virginia"	"51"	"60 years"	"60"	114274
	"Virginia"	"51"	"61 years"	"61"	113225
	"Virginia"	"51"	"62 years"	"62"	111514
	"Virginia"	"51"	"63 years"	"63"	108123
	"Virginia"	"51"	"64 years"	"64"	105509
	"Virginia"	"51"	"65 years"	"65"	103950
	"Virginia"	"51"	"66 years"	"66"	101302
	"Virginia"	"51"	"67 years"	"67"	96088
	"Virginia"	"51"	"68 years"	"68"	93595
	"Virginia"	"51"	"69 years"	"69"	90057
	"Virginia"	"51"	"70 years"	"70"	85754
	"Virginia"	"51"	"71 years"	"71"	81803
	"Virginia"	"51"	"72 years"	"72"	77684
	"Virginia"	"51"	"73 years"	"73"	74186
	"Virginia"	"51"	"74 years"	"74"	72450
	"Virginia"	"51"	"75 years"	"75"	71372
	"Virginia"	"51"	"76 years"	"76"	74411
	"Virginia"	"51"	"77 years"	"77"	51867
	"Virginia"	"51"	"78 years"	"78"	49153
	"Virginia"	"51"	"79 years"	"79"	47327
	"Virginia"	"51"	"80 years"	"80"	47225
	"Virginia"	"51"	"81 years"	"81"	39342
	"Virginia"	"51"	"82 years"	"82"	34127
	"Virginia"	"51"	"83 years"	"83"	30424
	"Virginia"	"51"	"84 years"	"84"	27145
	"Virginia"	"51"	"85+ years"	"85+"	149617
"Total"	"Virginia"	"51"			8715698
	"Washington"	"53"	"< 1 year"	"0"	82456
	"Washington"	"53"	"1 year"	"1"	83767
	"Washington"	"53"	"2 years"	"2"	82734
	"Washington"	"53"	"3 years"	"3"	85997
	"Washington"	"53"	"4 years"	"4"	86173
	"Washington"	"53"	"5 years"	"5"	88489
	"Washington"	"53"	"6 years"	"6"	91667
	"Washington"	"53"	"7 years"	"7"	94046
	"Washington"	"53"	"8 years"	"8"	94280
	"Washington"	"53"	"9 years"	"9"	93298
	"Washington"	"53"	"10 years"	"10"	93487
	"Washington"	"53"	"11 years"	"11"	92850
	"Washington"	"53"	"12 years"	"12"	93456
	"Washington"	"53"	"13 years"	"13"	95466
	"Washington"	"53"	"14 years"	"14"	96729
	"Washington"	"53"	"15 years"	"15"	99159
	"Washington"	"53"	"16 years"	"16"	98171
	"Washington"	"53"	"17 years"	"17"	95845
	"Washington"	"53"	"18 years"	"18"	89436
	"Washington"	"53"	"19 years"	"19"	86756
	"Washington"	"53"	"20 years"	"20"	89309
	"Washington"	"53"	"21 years"	"21"	90284
	"Washington"	"53"	"22 years"	"22"	96450
	"Washington"	"53"	"23 years"	"23"	100920
	"Washington"	"53"	"24 years"	"24"	102671
	"Washington"	"53"	"25 years"	"25"	105721
	"Washington"	"53"	"26 years"	"26"	107620
	"Washington"	"53"	"27 years"	"27"	111197
	"Washington"	"53"	"28 years"	"28"	114370
	"Washington"	"53"	"29 years"	"29"	117991
	"Washington"	"53"	"30 years"	"30"	121002
	"Washington"	"53"	"31 years"	"31"	125428
	"Washington"	"53"	"32 years"	"32"	127924
	"Washington"	"53"	"33 years"	"33"	128421
	"Washington"	"53"	"34 years"	"34"	123927
	"Washington"	"53"	"35 years"	"35"	120310
	"Washington"	"53"	"36 years"	"36"	118010
	"Washington"	"53"	"37 years"	"37"	118065
	"Washington"	"53"	"38 years"	"38"	116636
	"Washington"	"53"	"39 years"	"39"	113805
	"Washington"	"53"	"40 years"	"40"	114506
	"Washington"	"53"	"41 years"	"41"	113027
	"Washington"	"53"	"42 years"	"42"	109855
	"Washington"	"53"	"43 years"	"43"	107035
	"Washington"	"53"	"44 years"	"44"	101406
	"Washington"	"53"	"45 years"	"45"	97544
	"Washington"	"53"	"46 years"	"46"	95506
	"Washington"	"53"	"47 years"	"47"	91613
	"Washington"	"53"	"48 years"	"48"	91262
	"Washington"	"53"	"49 years"	"49"	88362
	"Washington"	"53"	"50 years"	"50"	88219
	"Washington"	"53"	"51 years"	"51"	91577
	"Washington"	"53"	"52 years"	"52"	98268
	"Washington"	"53"	"53 years"	"53"	97421
	"Washington"	"53"	"54 years"	"54"	93635
	"Washington"	"53"	"55 years"	"55"	89442
	"Washington"	"53"	"56 years"	"56"	87661
	"Washington"	"53"	"57 years"	"57"	87828
	"Washington"	"53"	"58 years"	"58"	90833
	"Washington"	"53"	"59 years"	"59"	93675
	"Washington"	"53"	"60 years"	"60"	95299
	"Washington"	"53"	"61 years"	"61"	95679
	"Washington"	"53"	"62 years"	"62"	95626
	"Washington"	"53"	"63 years"	"63"	93643
	"Washington"	"53"	"64 years"	"64"	91876
	"Washington"	"53"	"65 years"	"65"	91567
	"Washington"	"53"	"66 years"	"66"	90503
	"Washington"	"53"	"67 years"	"67"	87319
	"Washington"	"53"	"68 years"	"68"	85602
	"Washington"	"53"	"69 years"	"69"	83303
	"Washington"	"53"	"70 years"	"70"	79996
	"Washington"	"53"	"71 years"	"71"	76518
	"Washington"	"53"	"72 years"	"72"	71819
	"Washington"	"53"	"73 years"	"73"	68090
	"Washington"	"53"	"74 years"	"74"	65724
	"Washington"	"53"	"75 years"	"75"	63265
	"Washington"	"53"	"76 years"	"76"	66063
	"Washington"	"53"	"77 years"	"77"	45556
	"Washington"	"53"	"78 years"	"78"	43478
	"Washington"	"53"	"79 years"	"79"	41611
	"Washington"	"53"	"80 years"	"80"	40347
	"Washington"	"53"	"81 years"	"81"	33245
	"Washington"	"53"	"82 years"	"82"	28747
	"Washington"	"53"	"83 years"	"83"	25212
	"Washington"	"53"	"84 years"	"84"	22652
	"Washington"	"53"	"85+ years"	"85+"	127142
"Total"	"Washington"	"53"			7812880
	"West Virginia"	"54"	"< 1 year"	"0"	17135
	"West Virginia"	"54"	"1 year"	"1"	17178
	"West Virginia"	"54"	"2 years"	"2"	17288
	"West Virginia"	"54"	"3 years"	"3"	17875
	"West Virginia"	"54"	"4 years"	"4"	17923
	"West Virginia"	"54"	"5 years"	"5"	18330
	"West Virginia"	"54"	"6 years"	"6"	18642
	"West Virginia"	"54"	"7 years"	"7"	19220
	"West Virginia"	"54"	"8 years"	"8"	19774
	"West Virginia"	"54"	"9 years"	"9"	20119
	"West Virginia"	"54"	"10 years"	"10"	20309
	"West Virginia"	"54"	"11 years"	"11"	20110
	"West Virginia"	"54"	"12 years"	"12"	20285
	"West Virginia"	"54"	"13 years"	"13"	20668
	"West Virginia"	"54"	"14 years"	"14"	21245
	"West Virginia"	"54"	"15 years"	"15"	22300
	"West Virginia"	"54"	"16 years"	"16"	22089
	"West Virginia"	"54"	"17 years"	"17"	21722
	"West Virginia"	"54"	"18 years"	"18"	21663
	"West Virginia"	"54"	"19 years"	"19"	22022
	"West Virginia"	"54"	"20 years"	"20"	22163
	"West Virginia"	"54"	"21 years"	"21"	22596
	"West Virginia"	"54"	"22 years"	"22"	22941
	"West Virginia"	"54"	"23 years"	"23"	22549
	"West Virginia"	"54"	"24 years"	"24"	21371
	"West Virginia"	"54"	"25 years"	"25"	20912
	"West Virginia"	"54"	"26 years"	"26"	20582
	"West Virginia"	"54"	"27 years"	"27"	20753
	"West Virginia"	"54"	"28 years"	"28"	20891
	"West Virginia"	"54"	"29 years"	"29"	21122
	"West Virginia"	"54"	"30 years"	"30"	21373
	"West Virginia"	"54"	"31 years"	"31"	22105
	"West Virginia"	"54"	"32 years"	"32"	22656
	"West Virginia"	"54"	"33 years"	"33"	22272
	"West Virginia"	"54"	"34 years"	"34"	21408
	"West Virginia"	"54"	"35 years"	"35"	20402
	"West Virginia"	"54"	"36 years"	"36"	20235
	"West Virginia"	"54"	"37 years"	"37"	20158
	"West Virginia"	"54"	"38 years"	"38"	20295
	"West Virginia"	"54"	"39 years"	"39"	20001
	"West Virginia"	"54"	"40 years"	"40"	21184
	"West Virginia"	"54"	"41 years"	"41"	21584
	"West Virginia"	"54"	"42 years"	"42"	21911
	"West Virginia"	"54"	"43 years"	"43"	22358
	"West Virginia"	"54"	"44 years"	"44"	22078
	"West Virginia"	"54"	"45 years"	"45"	21895
	"West Virginia"	"54"	"46 years"	"46"	21848
	"West Virginia"	"54"	"47 years"	"47"	20864
	"West Virginia"	"54"	"48 years"	"48"	21394
	"West Virginia"	"54"	"49 years"	"49"	21100
	"West Virginia"	"54"	"50 years"	"50"	21752
	"West Virginia"	"54"	"51 years"	"51"	23016
	"West Virginia"	"54"	"52 years"	"52"	24471
	"West Virginia"	"54"	"53 years"	"53"	23423
	"West Virginia"	"54"	"54 years"	"54"	22496
	"West Virginia"	"54"	"55 years"	"55"	22012
	"West Virginia"	"54"	"56 years"	"56"	22387
	"West Virginia"	"54"	"57 years"	"57"	22610
	"West Virginia"	"54"	"58 years"	"58"	23509
	"West Virginia"	"54"	"59 years"	"59"	23997
	"West Virginia"	"54"	"60 years"	"60"	23858
	"West Virginia"	"54"	"61 years"	"61"	23902
	"West Virginia"	"54"	"62 years"	"62"	24383
	"West Virginia"	"54"	"63 years"	"63"	24123
	"West Virginia"	"54"	"64 years"	"64"	24555
	"West Virginia"	"54"	"65 years"	"65"	24928
	"West Virginia"	"54"	"66 years"	"66"	24689
	"West Virginia"	"54"	"67 years"	"67"	23653
	"West Virginia"	"54"	"68 years"	"68"	23451
	"West Virginia"	"54"	"69 years"	"69"	22847
	"West Virginia"	"54"	"70 years"	"70"	22265
	"West Virginia"	"54"	"71 years"	"71"	21900
	"West Virginia"	"54"	"72 years"	"72"	20825
	"West Virginia"	"54"	"73 years"	"73"	19904
	"West Virginia"	"54"	"74 years"	"74"	19637
	"West Virginia"	"54"	"75 years"	"75"	18770
	"West Virginia"	"54"	"76 years"	"76"	19555
	"West Virginia"	"54"	"77 years"	"77"	12811
	"West Virginia"	"54"	"78 years"	"78"	12102
	"West Virginia"	"54"	"79 years"	"79"	11676
	"West Virginia"	"54"	"80 years"	"80"	11648
	"West Virginia"	"54"	"81 years"	"81"	9718
	"West Virginia"	"54"	"82 years"	"82"	8732
	"West Virginia"	"54"	"83 years"	"83"	7626
	"West Virginia"	"54"	"84 years"	"84"	6917
	"West Virginia"	"54"	"85+ years"	"85+"	37025
"Total"	"West Virginia"	"54"			1770071
	"Wisconsin"	"55"	"< 1 year"	"0"	59547
	"Wisconsin"	"55"	"1 year"	"1"	61005
	"Wisconsin"	"55"	"2 years"	"2"	60616
	"Wisconsin"	"55"	"3 years"	"3"	64385
	"Wisconsin"	"55"	"4 years"	"4"	64821
	"Wisconsin"	"55"	"5 years"	"5"	65992
	"Wisconsin"	"55"	"6 years"	"6"	67691
	"Wisconsin"	"55"	"7 years"	"7"	69410
	"Wisconsin"	"55"	"8 years"	"8"	69754
	"Wisconsin"	"55"	"9 years"	"9"	69686
	"Wisconsin"	"55"	"10 years"	"10"	69678
	"Wisconsin"	"55"	"11 years"	"11"	70182
	"Wisconsin"	"55"	"12 years"	"12"	70958
	"Wisconsin"	"55"	"13 years"	"13"	74100
	"Wisconsin"	"55"	"14 years"	"14"	76188
	"Wisconsin"	"55"	"15 years"	"15"	78736
	"Wisconsin"	"55"	"16 years"	"16"	78792
	"Wisconsin"	"55"	"17 years"	"17"	77588
	"Wisconsin"	"55"	"18 years"	"18"	75770
	"Wisconsin"	"55"	"19 years"	"19"	79534
	"Wisconsin"	"55"	"20 years"	"20"	79801
	"Wisconsin"	"55"	"21 years"	"21"	79509
	"Wisconsin"	"55"	"22 years"	"22"	81724
	"Wisconsin"	"55"	"23 years"	"23"	80334
	"Wisconsin"	"55"	"24 years"	"24"	75727
	"Wisconsin"	"55"	"25 years"	"25"	73814
	"Wisconsin"	"55"	"26 years"	"26"	72716
	"Wisconsin"	"55"	"27 years"	"27"	72230
	"Wisconsin"	"55"	"28 years"	"28"	72976
	"Wisconsin"	"55"	"29 years"	"29"	74880
	"Wisconsin"	"55"	"30 years"	"30"	75728
	"Wisconsin"	"55"	"31 years"	"31"	76247
	"Wisconsin"	"55"	"32 years"	"32"	74647
	"Wisconsin"	"55"	"33 years"	"33"	74068
	"Wisconsin"	"55"	"34 years"	"34"	72537
	"Wisconsin"	"55"	"35 years"	"35"	72085
	"Wisconsin"	"55"	"36 years"	"36"	73001
	"Wisconsin"	"55"	"37 years"	"37"	74862
	"Wisconsin"	"55"	"38 years"	"38"	76281
	"Wisconsin"	"55"	"39 years"	"39"	75010
	"Wisconsin"	"55"	"40 years"	"40"	76459
	"Wisconsin"	"55"	"41 years"	"41"	76826
	"Wisconsin"	"55"	"42 years"	"42"	76264
	"Wisconsin"	"55"	"43 years"	"43"	75757
	"Wisconsin"	"55"	"44 years"	"44"	72772
	"Wisconsin"	"55"	"45 years"	"45"	70671
	"Wisconsin"	"55"	"46 years"	"46"	68980
	"Wisconsin"	"55"	"47 years"	"47"	65756
	"Wisconsin"	"55"	"48 years"	"48"	66195
	"Wisconsin"	"55"	"49 years"	"49"	64156
	"Wisconsin"	"55"	"50 years"	"50"	64459
	"Wisconsin"	"55"	"51 years"	"51"	68575
	"Wisconsin"	"55"	"52 years"	"52"	74116
	"Wisconsin"	"55"	"53 years"	"53"	73705
	"Wisconsin"	"55"	"54 years"	"54"	72149
	"Wisconsin"	"55"	"55 years"	"55"	71691
	"Wisconsin"	"55"	"56 years"	"56"	74097
	"Wisconsin"	"55"	"57 years"	"57"	76029
	"Wisconsin"	"55"	"58 years"	"58"	79530
	"Wisconsin"	"55"	"59 years"	"59"	82257
	"Wisconsin"	"55"	"60 years"	"60"	83107
	"Wisconsin"	"55"	"61 years"	"61"	84674
	"Wisconsin"	"55"	"62 years"	"62"	85505
	"Wisconsin"	"55"	"63 years"	"63"	83003
	"Wisconsin"	"55"	"64 years"	"64"	81810
	"Wisconsin"	"55"	"65 years"	"65"	80746
	"Wisconsin"	"55"	"66 years"	"66"	78656
	"Wisconsin"	"55"	"67 years"	"67"	74407
	"Wisconsin"	"55"	"68 years"	"68"	72785
	"Wisconsin"	"55"	"69 years"	"69"	70147
	"Wisconsin"	"55"	"70 years"	"70"	67207
	"Wisconsin"	"55"	"71 years"	"71"	64835
	"Wisconsin"	"55"	"72 years"	"72"	60734
	"Wisconsin"	"55"	"73 years"	"73"	56631
	"Wisconsin"	"55"	"74 years"	"74"	54079
	"Wisconsin"	"55"	"75 years"	"75"	51331
	"Wisconsin"	"55"	"76 years"	"76"	53169
	"Wisconsin"	"55"	"77 years"	"77"	35839
	"Wisconsin"	"55"	"78 years"	"78"	34358
	"Wisconsin"	"55"	"79 years"	"79"	33234
	"Wisconsin"	"55"	"80 years"	"80"	33440
	"Wisconsin"	"55"	"81 years"	"81"	28135
	"Wisconsin"	"55"	"82 years"	"82"	24528
	"Wisconsin"	"55"	"83 years"	"83"	21594
	"Wisconsin"	"55"	"84 years"	"84"	19914
	"Wisconsin"	"55"	"85+ years"	"85+"	114033
"Total"	"Wisconsin"	"55"			5910955
	"Wyoming"	"56"	"< 1 year"	"0"	5847
	"Wyoming"	"56"	"1 year"	"1"	6071
	"Wyoming"	"56"	"2 years"	"2"	6126
	"Wyoming"	"56"	"3 years"	"3"	6332
	"Wyoming"	"56"	"4 years"	"4"	6409
	"Wyoming"	"56"	"5 years"	"5"	6641
	"Wyoming"	"56"	"6 years"	"6"	6951
	"Wyoming"	"56"	"7 years"	"7"	7346
	"Wyoming"	"56"	"8 years"	"8"	7320
	"Wyoming"	"56"	"9 years"	"9"	7377
	"Wyoming"	"56"	"10 years"	"10"	7402
	"Wyoming"	"56"	"11 years"	"11"	7304
	"Wyoming"	"56"	"12 years"	"12"	7513
	"Wyoming"	"56"	"13 years"	"13"	7827
	"Wyoming"	"56"	"14 years"	"14"	8169
	"Wyoming"	"56"	"15 years"	"15"	8394
	"Wyoming"	"56"	"16 years"	"16"	8364
	"Wyoming"	"56"	"17 years"	"17"	8156
	"Wyoming"	"56"	"18 years"	"18"	7653
	"Wyoming"	"56"	"19 years"	"19"	7782
	"Wyoming"	"56"	"20 years"	"20"	7646
	"Wyoming"	"56"	"21 years"	"21"	7700
	"Wyoming"	"56"	"22 years"	"22"	7959
	"Wyoming"	"56"	"23 years"	"23"	7563
	"Wyoming"	"56"	"24 years"	"24"	7136
	"Wyoming"	"56"	"25 years"	"25"	6991
	"Wyoming"	"56"	"26 years"	"26"	7044
	"Wyoming"	"56"	"27 years"	"27"	6864
	"Wyoming"	"56"	"28 years"	"28"	6869
	"Wyoming"	"56"	"29 years"	"29"	7191
	"Wyoming"	"56"	"30 years"	"30"	7237
	"Wyoming"	"56"	"31 years"	"31"	7549
	"Wyoming"	"56"	"32 years"	"32"	7691
	"Wyoming"	"56"	"33 years"	"33"	7810
	"Wyoming"	"56"	"34 years"	"34"	7567
	"Wyoming"	"56"	"35 years"	"35"	7479
	"Wyoming"	"56"	"36 years"	"36"	7652
	"Wyoming"	"56"	"37 years"	"37"	7845
	"Wyoming"	"56"	"38 years"	"38"	8048
	"Wyoming"	"56"	"39 years"	"39"	7994
	"Wyoming"	"56"	"40 years"	"40"	8075
